date,rain_mm,temp_c,pet_mm,api7_mm,smi,doy,month,runoff_mm
2023-02-10,5.245578480269705,27.863338810262416,9.012905400766003,10.493585818050658,0.021018870104552938,41,2,1.384290277803593
2023-02-11,7.066915280384437,27.514734861099253,7.813390441423614,12.591088552905166,0.03687807687475474,42,2,3.557566366902651
2023-02-12,3.474640627961682,28.17275128404607,8.135242901968184,15.880677267418053,0.027501376119959894,43,2,0.1749266728938097
2023-02-13,3.896489815308506,29.40773165196727,10.138101334300725,14.591114715154317,0.021391189955473303,44,2,3.5310915000995635
2023-02-14,6.567331601170037,29.060420159430766,9.036464632689038,14.110270115916528,0.02902754209918406,45,2,0.0656954769955358
2023-02-15,4.314829007065292,29.19350679465831,9.508388546747684,16.444520682311605,0.023117227525181073,46,2,0.41103179028436676
2023-02-16,8.445560758966984,29.2048060229572,9.837714561706989,15.825993484683416,0.040070107671466355,47,2,1.1486468037673767
2023-02-17,4.062030220169494,28.53117396710216,9.097487207345582,19.523756198245373,0.030760360309880663,48,2,2.400424326071032
2023-02-18,5.055639436961178,27.708595137824428,8.22285576078117,17.728659558941253,0.0315732001798305,49,2,0.0
2023-02-19,3.1563548011908433,27.905529504473233,9.218422402871587,17.465701128220054,0.02104622620844112,50,2,4.517744363153773
2023-02-20,5.726123316565135,29.14022554588412,9.578820856493184,15.382345590944881,0.023688152660883473,51,2,3.4690226135694275
2023-02-21,6.548339716599864,29.142165254459393,10.132018607383165,16.49376523022655,0.0269375003086197,52,2,3.6254948451316396
2023-02-22,12.525585410519085,31.451750582319953,10.456658012385454,18.093975377758447,0.0686147709958718,53,2,1.9626901208464955
2023-02-23,2.9834717159523496,29.75730442150605,9.561214323786023,25.191368174949996,0.05025972514041003,54,2,0.0
2023-02-24,6.471959263249535,29.10208837802459,8.755246683249279,20.617429438417346,0.058385133495743154,55,2,1.2723405292252472
2023-02-25,3.2616170236972075,30.24235271253766,10.009321252952637,20.904159870141676,0.04009196197524732,56,2,0.0
2023-02-26,8.038740962566433,30.8017809715423,10.490080277550966,17.89452893279638,0.05172324728215301,57,2,2.18141264259123
2023-02-27,3.8712368674563735,30.861637595808574,10.477262533643048,20.5649112155239,0.03562244293062331,58,2,2.142686442300264
2023-02-28,7.213043436797096,31.10939291643614,10.297273318006024,18.266674718323102,0.04252030590391319,59,2,1.1849442332267077
2023-03-01,3.3891966165858713,28.7784987388316,9.03447773413636,19.999715739623266,0.028977039077940216,60,3,3.416003962658591
2023-03-02,3.9164834922531755,30.502972248193725,10.087955826910976,17.388997634322156,0.022034771610517888,61,3,0.0
2023-03-03,5.147924887558435,30.149607784959684,10.598413391283492,16.088781836278685,0.022541708344362987,62,3,2.0021570787917953
2023-03-04,4.9840325883750225,29.74175285733268,10.036086649867762,16.410072172953512,0.02230743690674526,63,3,0.8182108098061689
2023-03-05,8.922536899227367,29.98857171632551,10.518407634515953,16.471083109442482,0.0397173856968639,64,3,3.0865870399089745
2023-03-06,15.291372783737593,29.263842160720653,8.727482790331338,20.452295075837103,0.10674993976045583,65,3,3.625956113867678
2023-03-07,10.895768269858232,29.317096790061587,9.271876898684425,29.607979336823565,0.14230088729810633,66,3,6.389182987066707
2023-03-08,12.49291566037422,30.264650224899377,11.489901346025261,31.621353805634726,0.1796273863165001,67,3,6.749179346863504
2023-03-09,8.349146288239641,31.586314490600685,11.43633445745547,34.627863324318525,0.18954302374160917,68,3,2.1303570892155066
2023-03-10,8.206665476132207,29.11059794781162,8.953252772909325,32.58865061526261,0.2084411158241866,69,3,2.8026255354513543
2023-03-11,5.9719026505127415,31.806091708429506,10.754344581787697,31.01872090681603,0.20523642183378743,70,3,4.000295559862331
2023-03-12,4.942070863055388,30.593058284937637,10.041179459976542,27.685007285283962,0.19801884308091716,71,3,2.542760117687889
2023-03-13,9.945027003469859,31.00082547098638,10.354391097484301,24.32157596275416,0.22290145871411235,72,3,2.9739957412705995
2023-03-14,3.4706934710881594,30.47837622833457,10.20267099311066,26.97013017739777,0.2052287312155908,73,3,2.6916505605306607
2023-03-15,7.441888891657555,31.057510270149194,10.87344594933538,22.3497845952666,0.21134754002929962,74,3,2.1485094628677706
2023-03-16,9.245396823308557,31.35074705691812,10.36527559099004,23.08673810834417,0.23152241648739647,75,3,5.229628039618684
2023-03-17,5.560379133545013,31.157872575927822,11.262713276132212,25.406113499149477,0.22354075760650105,76,3,0.841502339100511
2023-03-18,8.508055571411887,30.940304907290194,10.215267428746895,23.344658582949645,0.2394000583675927,77,3,3.006355020085959
2023-03-19,9.563150332578108,30.175422059047474,10.12779707268995,24.84931657947664,0.2626432056273536,78,3,3.7925644433029966
2023-03-20,11.221019146381037,30.902861888742194,10.426240129572959,26.957671938211753,0.2957450394182687,79,3,8.028207021668191
2023-03-21,2.442879948856233,30.849856117119863,11.350807266963407,30.091389503129264,0.26662767667612325,80,3,0.4721844166942839
2023-03-22,7.062171955079127,30.464049810017507,9.75739205249723,23.506852601046717,0.27467925483332856,81,3,3.2887864198148486
2023-03-23,8.505881250381059,30.771717158087547,10.855062622845756,23.516968775811826,0.28796487934448595,82,3,2.230829066919191
2023-03-24,10.815053684897041,32.01156598979108,10.099813826833406,24.967759393449334,0.31966598193646595,83,3,2.2844674661551396
2023-03-25,10.249104116016442,31.035287900946358,9.901523881222024,28.292485260311572,0.3483872471850208,84,3,4.173411072365448
2023-03-26,5.628396928206193,30.70481513902547,10.38658761407419,30.05384379823454,0.3443635429167653,85,3,4.07474620721392
2023-03-27,14.109301279867314,32.85572606377601,11.625140592356226,26.66608758697037,0.3919249890797892,86,3,2.7775871369442076
2023-03-28,5.054118530424235,30.959049428145235,11.058668846563101,32.775562590746574,0.38138443722969834,87,3,1.3360337214765492
2023-03-29,4.98201346156331,30.55308125565547,11.025499325367523,27.997012343946835,0.370495863005317,88,3,0.0
2023-03-30,10.569860568737544,32.98288494130198,10.33556400459123,24.57992210232609,0.399619344111869,89,3,1.089017601024099
2023-03-31,7.305286599505739,31.04231306192795,10.402566077916525,27.775806040365808,0.40671099046357456,90,3,1.094962823320495
2023-04-01,9.574882735804534,31.72348767891605,10.737457367921314,26.7483508277618,0.42759371256391954,91,4,1.8134654187012478
2023-04-02,5.653031614202861,30.210216572402008,10.936962896382418,28.298728315237796,0.4215327384064089,92,4,4.784354940023023
2023-04-03,9.178085573489438,30.647286420008374,9.599266622012804,25.462141434869316,0.4443229090749539,93,4,2.7941730560017772
2023-04-04,5.490329108634935,30.099010815311022,10.3701888946606,27.001584577897958,0.4394443475538778,94,4,0.3956719461815257
2023-04-05,5.370476221539799,30.805290146451576,11.351148875093763,24.391438313163505,0.42984292686376807,95,4,0.7863709518944106
2023-04-06,4.265616418713412,33.89046130393588,11.995937507768858,22.444483040754253,0.4102966196241154,96,4,2.234838939618651
2023-04-07,7.130058646687632,32.526860336584804,10.552698164424475,19.976754547241388,0.4156195512776684,97,4,3.4846992139554853
2023-04-08,9.378965865114136,29.901825013218463,9.623526050662587,21.113786829756602,0.43965188617577905,98,4,4.0995073507314
2023-04-09,11.386500533670267,31.096374547285205,11.115446264620237,24.158616645943756,0.47110010467509994,99,4,1.3066380115628702
2023-04-10,12.258338099957394,32.76236537494945,12.061629023273941,28.297532185830896,0.5045758425817202,100,4,8.193667164152027
2023-04-11,9.90759863792901,33.44650925146852,12.572691431453167,32.06661063003902,0.5203357344421009,101,4,7.043558469967708
2023-04-12,5.395920104126376,32.85300908920556,10.693789546041922,32.35422607895632,0.513533376952109,102,4,6.251436467788323
2023-04-13,11.467629928128115,31.370965043056447,11.008682416063197,28.0438783593958,0.545949513475377,103,4,6.862745305165373
2023-04-14,7.3239247582696745,32.34231137186887,10.856576011445167,31.098344779705176,0.5513493744847275,104,4,3.1326773164664985
2023-04-15,4.7118149431308805,31.062973736388173,9.768653698719318,29.092766104063294,0.5436868593107228,105,4,3.75557186708916
2023-04-16,13.609496920301655,32.76009708366441,11.088548882032098,25.076751215975186,0.5900626432512721,106,4,7.508219293761449
2023-04-17,8.617237966106744,31.11834378975267,11.087320389967745,31.163222771484286,0.6031616147987794,107,4,2.5140011337664245
2023-04-18,18.157810751791253,32.973959620197284,11.867877457718683,30.43149390614574,0.676742176646513,108,4,5.801449349112448
2023-04-19,10.885075694025732,32.4069107782426,11.696972028226439,39.45985648609327,0.7025214598271122,109,4,6.835079798848583
2023-04-20,7.697372235490963,32.365644590112296,11.28436491817114,38.50697523429102,0.7086998150577006,110,4,5.744034958482006
2023-04-21,10.082003402803073,31.64306933545573,9.694162058755117,34.65225489949468,0.7371365228413673,111,4,6.3363082930641275
2023-04-22,13.066639407713875,32.33158657357927,11.743321895919768,34.33858183244935,0.7772741646424475,112,4,4.939026467075994
2023-04-23,20.367931551914126,31.095409265827673,11.456762661693409,37.10364669042842,0.8672333243417679,113,4,7.311897639716074
2023-04-24,9.44501224159138,31.281324461862226,10.307817123740636,46.34048423521402,0.8889688041240811,114,4,7.394926763823516
2023-04-25,10.23407794091554,32.93119907675469,11.638402552696219,41.883351206241194,0.9106423801860664,115,4,4.62720456993585
2023-04-26,8.546787650202111,30.976852010614657,10.12153023127704,39.552423785284375,0.9271348435956389,116,4,1.7672742711862623
2023-04-27,9.772003914425179,31.278290113475943,10.84646699327566,36.23348429990117,0.9488956683853709,117,4,3.6549990821692093
2023-04-28,11.047966510064455,34.222376220956185,11.785705417209417,35.135442924356,0.9754059567836295,118,4,6.619519094661394
2023-04-29,7.3078693946061986,32.36656727167388,10.809264750084884,35.64277655711365,0.9808880270806647,119,4,6.824553430851527
2023-04-30,9.93053564825116,32.46009593986111,11.539819318035383,32.257812984585755,1.0,120,4,11.555916511692107
2023-05-01,10.504274559344951,31.643336336679283,10.52587358219759,32.511004737461185,1.0,121,5,6.2719034239943285
2023-05-02,9.459192638798285,32.09672839397922,11.503389954456733,33.26197787556778,1.0,122,5,4.6927647413009606
2023-05-03,7.059830973401402,31.935241386170212,10.72518314601725,32.74257715169573,1.0,123,5,4.287636210741862
2023-05-04,13.632921777826484,29.273399365060662,9.99807551123788,29.97963497958841,1.0,124,5,10.079002888197673
2023-05-05,13.532138700482053,32.709031957836906,11.413241553899343,34.61866626353837,1.0,125,5,8.861488962184113
2023-05-06,8.67273077119173,31.09287013951236,10.491471503438804,37.765205084958914,1.0,126,5,2.7823715143921093
2023-05-07,13.234179788201086,32.341594678274575,10.358386310211865,35.10837433066297,1.0,127,5,10.534723410494184
2023-05-08,14.334377292946414,31.680291699335616,10.912519607667582,37.81004181966516,1.0,128,5,12.98977420731741
2023-05-09,8.992319054541117,32.94587850899775,11.837329160591656,40.801406566712025,1.0,129,5,3.7108077978951863
2023-05-10,15.194030964485176,32.59442321227224,11.586476797380708,37.55330365123953,1.0,130,5,7.132307850949525
2023-05-11,7.964948582851041,31.807397432385912,10.540846739079228,41.48134352035285,1.0,131,5,6.087022340371928
2023-05-12,14.712904456713728,32.547086166002785,10.837133379996477,37.00188904709803,1.0,132,5,7.4871318555874655
2023-05-13,12.346058085594935,32.46903199582086,11.023744417879517,40.61422678968235,1.0,133,5,10.446153965804829
2023-05-14,11.01855667604366,32.00307013295519,11.260382786325476,40.77601683837258,1.0,134,5,9.153157858267214
2023-05-15,10.190063832620986,30.067359505739283,10.865326252275311,39.56176846290446,1.0,135,5,5.480676814874682
2023-05-16,12.23740316517993,32.426244439634786,11.228317681974003,37.883301756654106,1.0,136,5,5.735860748474802
2023-05-17,10.680387393306908,32.49490709824737,10.722284414459832,38.7557143948378,1.0,137,5,5.445912325531038
2023-05-18,13.740500858693608,31.85093247666678,11.388118176992052,37.80938746969337,1.0,138,5,8.659073777729951
2023-05-19,14.589940785054061,31.99357192781873,10.701806397218414,40.20707208747896,1.0,139,5,9.448384048531253
2023-05-20,10.447362843555071,33.08042491719037,11.434525819154459,42.73489124628934,1.0,140,5,8.603764554649915
2023-05-21,9.461529904487884,29.504717500756374,10.341288468857599,40.36178671595761,1.0,141,5,6.0481077366274425
2023-05-22,11.706192753262666,28.962252415729903,9.263151865699074,37.714780605658206,1.0,142,5,2.790547945966286
2023-05-23,10.994239317689713,30.10606383073344,10.217022614871585,38.10653917722341,1.0,143,5,5.416451981279773
2023-05-24,13.162186622598671,31.057778192219548,10.962893038486904,37.6688167417461,1.0,144,5,6.890098104138021
2023-05-25,10.501031599969561,32.55130064910955,10.985071173343382,39.53035834182094,1.0,145,5,5.0529124576650615
2023-05-26,15.374353470791377,29.92402431247051,9.689221485646698,38.17228243924422,1.0,146,5,7.837711650664566
2023-05-27,13.278113579742826,30.327606550450234,9.276715051222249,42.094951178262335,1.0,147,5,8.793206427921652
2023-05-28,13.31638314803674,31.004839700080918,10.824646116094183,42.74457940452646,1.0,148,5,9.434328942116151
2023-05-29,14.651222021764355,30.881084432309066,11.721081070391307,43.237588731205264,1.0,149,5,11.66119590013876
2023-05-30,15.34206284064447,30.2508646832423,9.957058549927,44.91753413360804,1.0,150,5,9.621198677458576
2023-05-31,6.025001290696043,29.347075610367156,9.813197693808718,46.7843367341701,1.0,151,5,6.489959975187323
2023-06-01,13.46689784946117,29.41574061906001,9.249254521941502,38.77403700461511,1.0,152,6,7.631611763240258
2023-06-02,15.845679905632814,30.650714054556808,10.660776718640637,40.608723752691745,1.0,153,6,6.911021718761118
2023-06-03,12.499377590522862,30.684327078522376,10.865496826373047,44.271786532517034,1.0,154,6,6.977398964899056
2023-06-04,16.94031517516913,31.80531173819646,11.221490360076434,43.489628163284785,1.0,155,6,8.221795225461968
2023-06-05,15.205252036639305,29.89411383269465,9.632903874009205,47.383054889468475,1.0,156,6,7.0075800926775065
2023-06-06,29.685624096770724,30.539238077935646,11.08427391986431,48.37339045926724,1.0,157,6,19.089201454283682
2023-06-07,20.983075212826517,31.363512513429477,10.571068474641029,63.54699741825779,1.0,158,6,11.777308239476474
2023-06-08,19.18067044898797,28.905391198809763,8.504199741082992,65.46597340560696,1.0,159,6,10.657495020017711
2023-06-09,15.572231371701383,30.68365814673997,10.760568474085225,65.00685183291284,1.0,160,6,6.303278011193147
2023-06-10,12.27657639646106,28.195514929452173,9.190488043484535,61.07702765474037,1.0,161,6,14.306793314995803
2023-06-11,18.35131709208034,29.169508604263477,10.334123729634195,55.03049575477932,1.0,162,6,9.92289504220925
2023-06-12,25.262009356450587,30.734004504031315,10.239437751484276,56.87266412042585,1.0,163,6,11.685752979458297
2023-06-13,11.93164713543173,29.351473080348388,9.43878143165002,65.07287424074867,1.0,164,6,13.459932175299237
2023-06-14,9.37354940940494,30.42042125411677,9.846759177097315,57.482659103955804,1.0,165,6,9.700948681873395
2023-06-15,17.23442476401654,27.743511570931773,8.800024420426633,49.611410782174005,1.0,166,6,10.121642071970822
2023-06-16,13.866811909898816,29.13811739014823,10.522645265011809,51.962412311538344,1.0,167,6,12.105953383658392
2023-06-17,16.758898351763968,29.22442555653987,10.085381176700285,50.240500527975655,1.0,168,6,10.33116700542328
2023-06-18,15.823783078127331,30.371705109632803,10.1927125049454,51.92724872134692,1.0,169,6,13.527337970953642
2023-06-19,8.607699702550379,28.285992640094047,9.05370757680771,52.17285718307018,1.0,170,6,12.386984239665479
2023-06-20,21.256873881075258,29.38428761130937,10.380079450639926,45.1286997306995,1.0,171,6,9.77536486078485
2023-06-21,23.06448583884686,29.306574309436098,9.283381019476675,52.846963692564906,1.0,172,6,10.233061982240015
2023-06-22,12.0091069221695,27.08542620163835,8.755897772819862,60.057360423642294,1.0,173,6,10.25401579172164
2023-06-23,13.798265615527365,27.24245262734917,7.813327465731574,54.0492592187191,1.0,174,6,11.461797584763971
2023-06-24,13.470285867868837,29.661682117936394,9.61559744713241,51.63274706863073,1.0,175,6,10.071368017930855
2023-06-25,14.708095790746935,27.684656233525033,8.85539471884299,49.61320881591035,1.0,176,6,9.358984391682895
2023-06-26,13.438459887838878,26.640328618193756,8.3259860568282,49.43734196188417,1.0,177,6,7.053405052511571
2023-06-27,23.672864903479358,27.897674655243563,8.678484900061513,48.0445992611578,1.0,178,6,12.390583598106748
2023-06-28,19.52033053141033,28.697216217191514,9.271793773852105,57.304084386289816,1.0,179,6,13.887360341852295
2023-06-29,12.87162041421242,27.787011339018648,8.370812110243394,59.6331896018132,1.0,180,6,4.899370935615215
2023-06-30,16.045503352586948,26.814996454700047,8.22815160232942,54.61485313548166,1.0,181,6,7.3456044861521335
2023-07-01,13.627536642349495,29.626052212295534,9.214255305949859,54.27590054742411,1.0,182,7,7.662966021127622
2023-07-02,15.718240529817562,27.45122150132618,8.653980861819946,51.62066702554637,1.0,183,7,7.707604799802499
2023-07-03,16.977123019654343,26.014177429881926,6.992147616950021,51.85270744770002,1.0,184,7,11.869596765095206
2023-07-04,25.873430487757243,27.94666661773039,8.792114552063522,53.27401823304435,1.0,185,7,15.9005020452176
2023-07-05,13.390529116078257,26.021948723508256,8.117363570359151,63.16524325088828,1.0,186,7,10.984588875458206
2023-07-06,17.893548459259897,25.463244879262064,7.474357370731872,57.60619939170005,1.0,187,7,8.603360932811308
2023-07-07,17.192375948749813,26.683773259913135,8.044069686252996,58.21788803344993,1.0,188,7,12.668582363080944
2023-07-08,17.443268482892574,28.25036326512332,9.902021752025549,57.94489757216476,1.0,189,7,11.27878260844783
2023-07-09,38.26648358321095,26.15045595138726,8.134140198814725,58.00469678340791,1.0,190,7,18.68721916263558
2023-07-10,16.83135603680192,27.25928496461329,8.075287472038209,78.86977133159648,1.0,191,7,12.001164388368878
2023-07-11,22.653966783308928,26.553850922577613,8.598942614772303,72.04019596891945,1.0,192,7,13.491309264010505
2023-07-12,10.415496203528821,26.229546383376828,8.187462867797223,73.08210396155253,1.0,193,7,9.155424732709294
2023-07-13,16.744854801991778,25.880974211847057,7.09914507190271,61.5729689766156,1.0,194,7,13.092894806052042
2023-07-14,9.974240673842855,27.648417552357543,8.615442369117222,59.8459330856227,1.0,195,7,8.69173523513988
2023-07-15,14.367000965806056,26.424858978635843,7.679931010181992,51.866393833778744,1.0,196,7,11.637621717634136
2023-07-16,22.65679538968237,26.399025191059057,7.864130285940916,50.673476649451175,1.0,197,7,14.383815562943408
2023-07-17,13.121886936506536,26.52927400654565,8.477498166158782,58.128229044298195,1.0,198,7,9.355066842461172
2023-07-18,20.33418677917372,25.172477226126006,7.522265762423127,53.81164726751527,1.0,199,7,10.24735900004865
2023-07-19,19.178361233556853,26.487924602028812,8.817606235964906,58.002339866434404,1.0,200,7,13.129126020002158
2023-07-20,14.592098256283647,25.61755086208975,8.931144934568929,59.77999914006094,1.0,201,7,7.171431666837389
2023-07-21,32.480141495957305,23.719680233994676,7.749827901355219,56.4380976543263,1.0,202,7,14.08109327229404
2023-07-22,13.36876509063622,26.384133405902972,8.472540134188726,71.9868098539857,1.0,203,7,13.745706206596838
2023-07-23,17.40465776073789,25.55161879589028,8.417939765170233,63.759531988426204,1.0,204,7,10.344267401018321
2023-07-24,29.736302950913107,24.144429016565866,6.328875018043482,62.03633015263623,1.0,205,7,16.77747371310476
2023-07-25,18.499594179609545,24.90132478406785,7.657849499695511,73.16173405775847,1.0,206,7,10.949161631807765
2023-07-26,19.981330009191122,24.886042767545494,7.234045869004783,69.71280802004047,1.0,207,7,9.438856836508378
2023-07-27,16.248932467297635,26.189235902915975,8.000124256481149,68.78029562321944,1.0,208,7,10.910299496068555
2023-07-28,23.44733715859811,24.745523151448353,6.93621004521641,64.39513940355124,1.0,209,7,13.55177253474799
2023-07-29,17.69194740113494,25.414266161914497,7.298949138090903,68.52393474108398,1.0,210,7,13.737826054494754
2023-07-30,7.102068856076689,25.497827174879585,7.407037541938431,65.65870171989371,1.0,211,7,9.012086913468806
2023-07-31,15.53875239990362,24.711774870720802,7.723812647034329,53.06316006000229,1.0,212,7,11.66054234458071
2023-08-01,11.189130402551847,23.277340652562373,6.704326675420477,52.68296444190522,1.0,213,8,6.224650135444157
2023-08-02,15.879343940799563,25.21086902435765,7.30455108384918,48.0672055118855,1.0,214,8,6.304770792306733
2023-08-03,12.582937736578224,23.11618387349867,5.7607021952346305,49.52638779911941,1.0,215,8,7.990343274406503
2023-08-04,17.610351000479127,23.748896675939907,6.438822988864298,47.25140919596181,1.0,216,8,9.365965067389698
2023-08-05,13.66539111347373,24.768469352714234,7.0046867733603095,50.6863374376524,1.0,217,8,7.7814043899651715
2023-08-06,14.69240489642548,23.401247402679303,6.896315830216573,49.14582731983041,1.0,218,8,7.43201745731866
2023-08-07,7.3568925876664455,24.21304829211953,7.918153943054903,49.094484020306766,1.0,219,8,9.305237974433307
2023-08-08,11.935396646667574,24.445808834807817,7.143038834556791,41.72303140188118,1.0,220,8,8.172649072656915
2023-08-09,10.508715336086622,24.017759438479217,6.968586316599426,41.1415186279844,1.0,221,8,4.974480837206674
2023-08-10,8.670385542353737,24.125267077764267,7.675947764750325,39.307778375675696,1.0,222,8,8.26789103873365
2023-08-11,12.040904689322142,23.19248574301016,6.2688288529431455,36.18583040532672,1.0,223,8,9.95122996921485
2023-08-12,33.58120041534067,24.39326040652869,7.499165525014395,37.37098597305084,1.0,224,8,13.330149635655783
2023-08-13,24.519982760766926,23.52054644784658,6.275478412804263,59.740890596476255,1.0,225,8,13.758771798191907
2023-08-14,13.463222914953866,26.392440342510785,7.801652226738317,66.3386061783003,1.0,226,8,11.382519663037769
2023-08-15,8.079032734103352,25.92104678793428,8.033206982099962,59.90024723976407,1.0,227,8,5.422445977469089
2023-08-16,15.553411320469836,24.176653806476555,6.934363879754648,50.009205801938194,1.0,228,8,7.617927066356841
2023-08-17,12.32410519834667,21.908506510280873,6.450832156036776,50.559855381826566,1.0,229,8,7.393922678735842
2023-08-18,15.776697129633044,23.659672252631495,6.9000996416463485,47.71600396562526,1.0,230,8,11.970952608033572
2023-08-19,17.373383560040594,22.305933152038733,6.486565441381099,49.177899905570726,1.0,231,8,8.834731006958469
2023-08-20,14.207279627597053,21.64551137469659,6.4019951866624325,51.7979134939401,1.0,232,8,10.351052080416856
2023-08-21,12.149673140340568,24.183177609869087,6.862471953261438,50.46581907335512,1.0,233,8,12.514240898385225
2023-08-22,12.284249291615566,22.432093279092257,5.882629868097912,47.47574649168915,1.0,234,8,10.875833463081406
2023-08-23,19.033658329136056,22.888982630254528,5.577292282291887,45.51727183579797,1.0,235,8,9.507391645043693
2023-08-24,15.482232628004644,23.776968607464777,6.910227439879758,50.89574861419463,1.0,236,8,8.516642776350778
2023-08-25,15.773633317484698,23.485565643967263,7.487837237368097,51.10925665794088,1.0,237,8,8.64275202170928
2023-08-26,18.773805576929007,22.70828049768347,6.82323258754447,51.550112978043316,1.0,238,8,10.88370879299455
2023-08-27,12.563502301811598,23.07556627236367,7.285477409123731,54.85888466155932,1.0,239,8,9.681409891909043
2023-08-28,6.6310957750725095,21.69438503017179,5.939922399261378,50.96472156490312,1.0,240,8,7.161989081796189
2023-08-29,9.743576206686383,21.627822790566146,6.554577379554263,42.306400870504696,1.0,241,8,6.051653003360607
